id,name,category,specialises_in,address,area,area_detail,city,country,price_tier,price_guide,access,instagram,website,materials,occasions,multiple_locations,status,note,last_reviewed
cocosin,Cocosin,Womenswear,,365 Võ Văn Tần,D3,D3 · P.5,Ho Chi Minh City,Vietnam,premium,,walk-in store,https://instagram.com/cocosin.official,,,bday,,recorded,Long-running favourite; polished feminine RTW. 9:00–21:30.,2026-08-28
libe,Libé,Womenswear,,52 Nguyễn Trãi + 26 Lý Tự Trọng,D1,D1,Ho Chi Minh City,Vietnam,premium,,walk-in store,https://instagram.com/libeworkshop,,,,,recorded,Libé Workshop — elevated everyday staples.,2026-08-28
wephobia,Wephobia,Womenswear,,98 Lý Tự Trọng,D1,D1 · Bến Thành,Ho Chi Minh City,Vietnam,premium,,walk-in store,https://instagram.com/wephobiastudio,,,night,,recorded,Cool-girl contemporary RTW. 9:00–21:30.,2026-08-28
nosbyn,Nosbyn,Womenswear,,9 Phan Chu Trinh + Thảo Điền,D1,D1 · Bến Thành,Ho Chi Minh City,Vietnam,premium,,walk-in store,https://instagram.com/nosbyn,,,,,recorded,Minimalist wardrobe staples; also the Thảo Điền studio.,2026-08-28
daphale-studios,Daphale Studios,Womenswear,,272C Pasteur + 22 Đặng Thị Như + Vincom,D1 / D3,D1 / D3,Ho Chi Minh City,Vietnam,premium,,walk-in store,https://instagram.com/daphalestudios,,,,,recorded,Contemporary designer RTW; three points of sale.,2026-08-28
whenever-atelier,Whenever Atelier,Womenswear,,141/8 Bàn Cờ + Vincom 26 Lý Tự Trọng,D3,D3,Ho Chi Minh City,Vietnam,premium,,walk-in store,https://instagram.com/whenever.atelier,,,,,recorded,Tailoring-led womenswear. 10:00–21:00.,2026-08-28
kathy-atelier,Kathy Atelier,Womenswear,,6 Trần Quang Diệu,D3,D3 · P.14,Ho Chi Minh City,Vietnam,premium,,walk-in store,https://instagram.com/kathy.atelier.vn,,,,,recorded,Anchors the Trần Quang Diệu design strip. 10:00–21:00.,2026-08-28
laneci,Laneci,Womenswear,,27 Trần Quang Diệu,D3,D3 · P.14,Ho Chi Minh City,Vietnam,premium,,walk-in store,https://instagram.com/laneci.stu,,,bday,,recorded,Refined feminine RTW on the TQD strip. 10:00–22:00.,2026-08-28
so-vintage,Sò Vintage,Vintage,,"200 Nguyễn Thị Minh Khai, Phường Võ Thị Sáu, Quận 3",D3,D3 · Võ Thị Sáu,Ho Chi Minh City,Vietnam,mid,,walk-in store,https://instagram.com/sovintage_house,,circular,,,recorded,Curated vintage.,2026-08-28
anna-clothes,Anna Clothes,Womenswear,,292/26 CMT8 + 73 Nguyễn Cư Trinh + Gò Vấp,D3 / D1 / Gò Vấp,D3 / D1 / Gò Vấp,Ho Chi Minh City,Vietnam,mid,,walk-in store,https://instagram.com/annaclothing.vn,,,,,recorded,"Cute, affordable RTW; several branches.",2026-08-28
levents,Levents,Womenswear,,325 Hoàng Sa + 139E Nguyễn Trãi + 842 Sư Vạn Hạnh,D1 / Q10,D1 / Q10,Ho Chi Minh City,Vietnam,mid,,walk-in store,https://instagram.com/leventsbrand,,,,,recorded,Cult local streetwear. 10:00–21:30.,2026-08-28
hangkao-closet,Hangkao Closet,Womenswear,,448/9 Lê Văn Sỹ,D3,D3 · P.14,Ho Chi Minh City,Vietnam,mid,,walk-in store,https://instagram.com/hangkao_closet,,,,,recorded,Trend-led local closet.,2026-08-28
veos,Veos,Womenswear,,279 Nguyễn Trãi,D1,D1,Ho Chi Minh City,Vietnam,mid,,walk-in store,https://instagram.com/veosbykhanh,,,,,recorded,Contemporary RTW.,2026-08-28
thao-bibi,Thao Bibi,Womenswear,,128 Nguyễn Trãi,Q5,Q5 · Chợ Quán,Ho Chi Minh City,Vietnam,mid,,walk-in store,https://instagram.com/thao_bibii,,,,,recorded,Popular local womenswear.,2026-08-28
lalune,LaLune,Womenswear,,laluneofficial.com — DM,Online,Online,Ho Chi Minh City,Vietnam,premium,,online only,https://instagram.com/_lalune_official_,,,,,recorded,Online gallery; elevated feminine RTW.,2026-08-28
mael-femme,Mael Femme,Womenswear,,DM for showroom/appointment,Online / showroom,Online / showroom,Ho Chi Minh City,Vietnam,premium,,online only,https://instagram.com/mael.femme,https://mael.vn/,,,,recorded,Sells online; registered at Saigon Centre.,2026-08-28
bupbes,Bupbes,Womenswear,,bupbes.com,Online,Online,Ho Chi Minh City,Vietnam,mid,,online only,,https://bupbes.com/,,,,recorded,Online boutique.,2026-08-28
kae,Kae,Womenswear,,DM · kae.fficial@gmail.com,Online,Online,Ho Chi Minh City,Vietnam,mid,,online only,https://instagram.com/kae_fficial,,,,,recorded,Worldwide shipping.,2026-08-28
aisytum,Aisytum,Womenswear,,beacons.ai/by.aisytum,Online,Online,Ho Chi Minh City,Vietnam,mid,,online only,https://instagram.com/aisytum,,,,,recorded,Thiết kế; IG cheaper than Shopee.,2026-08-28
miah-noir,Miah Noir,Womenswear,,"DM, pre-order",Online,Online,Ho Chi Minh City,Vietnam,mid,,online only,https://instagram.com/miah.noir,,,,,recorded,No COD; worldwide.,2026-08-28
is-flourish,Is Flourish,Womenswear,,DM to order,Online,Online,Ho Chi Minh City,Vietnam,mid,,online only,https://instagram.com/is.flourish,,,,,recorded,Handmade in Vietnam.,2026-08-28
lussera,Lussera,Womenswear,,DM,Online,Online,Ho Chi Minh City,Vietnam,mid,,online only,https://instagram.com/lussera.vita,,,,,recorded,Hometown HCMC; worldwide.,2026-08-28
szombies,Szombies,Womenswear,,shopee.vn/szombies,Online,Online,Ho Chi Minh City,Vietnam,mid,,online only,https://instagram.com/szombies.official,,,,,recorded,Worldwide shipping.,2026-08-28
wabitales,Wabitales,Womenswear,,shopee.vn/wabitales,Online,Online,Ho Chi Minh City,Vietnam,mid,,online only,https://instagram.com/wabitales,,,,,recorded,Online clothing shop.,2026-08-28
vanila-gals,Vanila Gals,Womenswear,,DM / FB,Online,Online,Ho Chi Minh City,Vietnam,mid,,online only,https://instagram.com/vanila.gals,,,,,recorded,Based in HCMC; worldwide.,2026-08-28
amory,Amory,Womenswear,,Shopee,Online,Online,Ho Chi Minh City,Vietnam,mid,,online only,https://instagram.com/amory.storevn,,,,,recorded,"Embracing beauty, anywhere.",2026-08-28
xinh-ha,Xinh Hà,Womenswear,,WhatsApp +84 964 989898,Online,Online,Ho Chi Minh City,Vietnam,mid,,online only,https://instagram.com/xinhhaofficial,,,,,recorded,RTW design; PayPal accepted.,2026-08-28
sensore,Sensore,Womenswear,,DM · Zalo 0937427006,Online,Online,Ho Chi Minh City,Vietnam,mid,,online only,https://instagram.com/sensore.studio,,,,,recorded,Saigon; 11:00–21:00.,2026-08-28
lovelyn,Lovelyn,Womenswear,,lovelyn.co,Online,Online,Ho Chi Minh City,Vietnam,mid,,online only,https://instagram.com/lovelyn.global,,,,,recorded,Worldwide shipping.,2026-08-28
punch,Punch,Womenswear,,shopee.vn/punchvn,Online,Online,Ho Chi Minh City,Vietnam,mid,,online only,https://instagram.com/punch.vn,,,,,recorded,Online in Saigon; worldwide.,2026-08-28
perpearl,Perpearl,Womenswear,,perpearl.com,Online,Online · VN,Vietnam,Vietnam,mid,,online only,https://instagram.com/perpearlofficial,,,,,recorded,Girls are Pearls.,2026-08-28
katherine-studio,Katherine Studio,Womenswear,,Shopee · linkbio,Online,Online · VN,Vietnam,Vietnam,mid,,online only,https://instagram.com/katherine_studios,,,,,recorded,Made in VN; ships worldwide.,2026-08-28
jujubae,Jujubae,Womenswear,,shopee.vn/jujubae.official,Online,Online · VN,Vietnam,Vietnam,mid,,online only,https://instagram.com/jujubae.official,,,bday,,recorded,Since 2021; coquette dresses.,2026-08-28
lua-la-by-diem,Lụa Là by Diễm,Womenswear,,vn.shp.ee/APdvJoh,Online,Online · VN,Vietnam,Vietnam,mid,,online only,https://instagram.com/lualabydiem,,silk,,,recorded,Silk.,2026-08-28
oceara,OCÉARA,Womenswear,,Shopee,Online,Online · VN,Vietnam,Vietnam,mid,,online only,https://instagram.com/oceara.official,,,,,recorded,Vietnam-based online shop.,2026-08-28
some-official,Some Official,Womenswear,,beacons.ai/someofficial,Online,Online · VN,Vietnam,Vietnam,premium,,online only,https://instagram.com/someofficial.vn,,,,,recorded,Minimal chic; no COD.,2026-08-28
brown-vn,Brown VN,Womenswear,,brownvn.com,Online,Online · VN,Vietnam,Vietnam,mid,,online only,https://instagram.com/brown.vn,,,,,recorded,"Online exclusive, no Shopee.",2026-08-28
matemade,Matemade,Womenswear,,shopee.vn/matemade.vn,Online,Online · VN,Vietnam,Vietnam,mid,,online only,https://instagram.com/matemade.official,,,,,recorded,Have a taste.,2026-08-28
jennie-choo,Jennie Choo,Womenswear,,jenniechoo.vn,Online,Online · VN,Vietnam,Vietnam,mid,,online only,https://instagram.com/jenniechoo.official,,,bday,,recorded,Princess-y dresses.,2026-08-28
by-cotno,By Cotno,Womenswear,,DM · cotno.loveu@gmail.com,Online,Online · VN,Vietnam,Vietnam,mid,,online only,https://instagram.com/bycotno,,,,,recorded,Worldwide shipping.,2026-08-28
velvet-venom,Velvet Venom,Womenswear,,velvetvenom.co,Online,Online · VN,Vietnam,Vietnam,premium,,online only,https://instagram.com/velvetvenomofficial,,,night,,recorded,"Slow fashion, handcrafted.",2026-08-28
rid-kid-closet,Rid Kid Closet,Womenswear,,DM,Online,Online · VN,Vietnam,Vietnam,mid,,online only,https://instagram.com/ridkidcloset,,,event; bday,,recorded,Handmade custom couture.,2026-08-28
vintage-angel-tailor,Vintage Angel Tailor,Vintage,,DM,Online,Online · VN,Vietnam,Vietnam,mid,,online only,https://instagram.com/vintage.angel.tailor,,,,,recorded,"Made-to-measure, handmade limited.",2026-08-28
feiin-atelier,Feiin Atelier,Womenswear,,shopee.vn/feiin_atelier,Online,Online · VN,Vietnam,Vietnam,mid,,online only,https://instagram.com/feiin.atelier,,,,,recorded,Lingerie sister label too.,2026-08-28
dune-de-label,Dune De Label,Womenswear,,Shopee VN/TH/SG,Online,Online · VN,Vietnam,Vietnam,premium,,online only,https://instagram.com/dune.delabel,,,,,recorded,"Bikini, resort & RTW.",2026-08-28
aoi-zone,Aoi Zone,Womenswear,,Shopee,Online,Online · VN,Vietnam,Vietnam,mid,,online only,https://instagram.com/aoi_zone,,,,,recorded,Dolls of apocalypse.,2026-08-28
her-day-off,Her Day Off,Womenswear,,Stocked at @nayykiaa.empor,Online,Online · VN,Vietnam,Vietnam,mid,,online only,https://instagram.com/her.dayoff,,,,,recorded,Stockist address unconfirmed.,2026-08-28
sonancy-mood,Sonancy Mood,Womenswear,,DM,Online,Online · VN,Vietnam,Vietnam,mid,,online only,https://instagram.com/sonancy.mood,,,,,recorded,In the mood for summer.,2026-08-28
aeva-atelier,Aeva Atelier,Womenswear,,aevaatelier.com,Online,Online · VN,Vietnam,Vietnam,mid,,online only,https://instagram.com/aevaatelier,,,,,recorded,Check site for details.,2026-08-28
weekend-hub,Weekend Hub,Womenswear,,DM,Online,Online · VN,Vietnam,Vietnam,mid,,online only,https://instagram.com/weekendhub_official,,,,,recorded,Novel aesthetics for girls.,2026-08-28
bubble,Bubble,Womenswear,,bubbleslay.vn,Online,Online · VN,Vietnam,Vietnam,mid,,online only,https://instagram.com/bubble.slayyy,,,,,recorded,In-house designs.,2026-08-28
aguja-studio,Aguja Studio,Womenswear,,shopee.vn/aguja.studio,Online,Online · VN,Vietnam,Vietnam,mid,,online only,https://instagram.com/aguja.studio,,,,,recorded,Online studio.,2026-08-28
swessy,Swessy,Womenswear,,DM,Online,Online · VN,Vietnam,Vietnam,mid,,online only,https://instagram.com/swessy.ss,,,,,recorded,Born sweet; designed in VN.,2026-08-28
the-nicolette-house,The Nicolette House,Womenswear,,thenicolettehouse.com,Online,Online · VN,Vietnam,Vietnam,mid,,online only,https://instagram.com/thenicolettehouse,,,,,recorded,Est. 2021; online only.,2026-08-28
aimee,Aimee,Womenswear,,shopee.vn/aimee.sg,Online,Online · VN,Vietnam,Vietnam,mid,,online only,https://instagram.com/aimeee.sg,,,,,recorded,Online only.,2026-08-28
laling,Laling,Womenswear,,lalingofficial.com,Online,Online · VN,Vietnam,Vietnam,mid,,online only,https://instagram.com/laling.official,,,,,recorded,"Your beauty, our inspiration.",2026-08-28
rosie,Rosie,Womenswear,,DM,Online,Online · VN,Vietnam,Vietnam,mid,,online only,https://instagram.com/rosieofficial.vn,,,,,recorded,Worldwide delivery.,2026-08-28
morris,Morris,Womenswear,,FB Morris Official,Online,Online · VN,Vietnam,Vietnam,mid,,online only,https://instagram.com/morris.officiall,,,,,recorded,Separate brand from Mooris (D3 store).,2026-08-28
keira-tong,Keira Tong,Womenswear,,keiratong.com,Online,Online · VN,Vietnam,Vietnam,premium,,online only,https://instagram.com/keiratong.official,,,,,recorded,Designer label.,2026-08-28
oak-wear-of-a-kind,OAK — Wear of a Kind,Womenswear,,msha.ke/wear_oak,Online,Online · VN,Vietnam,Vietnam,mid,,online only,https://instagram.com/wear_ofakind,,,,,recorded,Curated rare VN + Indonesian pieces.,2026-08-28
kaiiros,Kaiiros,Womenswear,,Shopee,Online,Online · VN,Vietnam,Vietnam,premium,,online only,https://instagram.com/kaiiros.official,,,,,recorded,Australian/Vietnamese label.,2026-08-28
guvie,Guvie,Womenswear,,Shopee,Online,Online · VN,Vietnam,Vietnam,mid,,online only,https://instagram.com/guvie.official,,,,,recorded,Design fashion.,2026-08-28
sundei,Sundei,Womenswear,,Shopee,Online,Online · VN,Vietnam,Vietnam,mid,,online only,https://instagram.com/sundei.studio,,,,,recorded,Online studio.,2026-08-28
sister-sister-by-min,Sister Sister by Min,Womenswear,,shopee.vn/sistersisterbymin,Online,Online · VN,Vietnam,Vietnam,mid,,online only,https://instagram.com/sistersisterbymin,,,,,recorded,"Basic, elegant looks.",2026-08-28
thrifty-chuoi,Thrifty Chuối,Womenswear,,DM · PayPal/Wise,Online,Online · VN,Vietnam,Vietnam,mid,,online only,https://instagram.com/thrifty.chuoi,,,,,recorded,Thrift; worldwide from $15.,2026-08-28
velia-co,Velia Co,Accessories,Bags,FB,Online,Online · VN,Vietnam,Vietnam,mid,,online only,https://instagram.com/velia.co,,,,,recorded,Name-engraved bags.,2026-08-28
mood-emode,Mood Emode,Womenswear,,DM · FB moodemode2019,Hanoi,Hanoi · online,Hanoi,Vietnam,premium,,online only,https://instagram.com/mood.emode,,,,,recorded,Tailor house / atelier.,2026-08-28
kistiny,Kistiny,Womenswear,,DM · 0888040309,Hanoi,Hanoi · online,Hanoi,Vietnam,mid,,online only,https://instagram.com/kistiny.ig,,,,,recorded,Ships 10–14 days.,2026-08-28
by-fairy,By Fairy,Womenswear,,shopee.vn/byfair.vn,Hanoi,Hanoi · online,Hanoi,Vietnam,mid,,online only,https://instagram.com/byfairy.vn,,,,,recorded,Online store.,2026-08-28
poppy-babi,Poppy Babi,Tailoring & áo dài,,DM / FB,Hanoi,Hanoi · online,Hanoi,Vietnam,premium,,online only,https://instagram.com/poppybabi.couture,,silk,,,recorded,Silk made-to-measure tailor.,2026-08-28
i-sport,I.Sport,Activewear,,549/43 Xô Viết Nghệ Tĩnh,Bình Thạnh,Bình Thạnh,Ho Chi Minh City,Vietnam,premium,,walk-in store,,,,,,confirm-first,Gray-import boutique (Alo / Lorna Jane / Lululemon) — verify each piece.,2026-08-28
coolmate,Coolmate,Activewear,,"B2, Hanoi Centre, 175 Nguyễn Thái Học",Hanoi,Hanoi · Đống Đa,Hanoi,Vietnam,mid,,walk-in store,,,,,,recorded,"Online-first D2C giant — no HCMC retail store (Thủ Đức offices/warehouse only); women's line since Mar 2025. UPF 50+ UV Protection collection, Intertek-tested.",2026-08-28
hibi-sports,Hibi Sports,Activewear,,hibisports.com,Online,Online,Ho Chi Minh City,Vietnam,mid,,online only,,,,,,recorded,Online-first women's yoga/gym wear.,2026-08-28
kydra,Kydra,Activewear,,kydra.co,Singapore,Singapore,International,,premium,,online only,,,,,,recorded,Ships to VN; no VN stockist.,2026-08-28
aeyo,aeyo,Activewear,,shopee.vn/aeyo.fit · IG,Online,Online,Ho Chi Minh City,Vietnam,premium,,online only,https://instagram.com/aeyo.fit,,,,,recorded,"Studio-to-street, made in VN; flattering, shoots well. @aeyo.fit is the active account (@aeyogirlsclub is login-walled).",2026-08-28
augety,Augety,Activewear,,augetystudio.com · Shopee,Online,Online,Ho Chi Minh City,Vietnam,mid,,online only,https://instagram.com/augety.st,,,,,recorded,HCMC-based feminine gym-to-café sets; figure-flattering.,2026-08-28
onways,ONWAYS,Activewear,,62 Hoàng Thế Thiện,Thủ Đức,Thủ Đức · An Khánh,Ho Chi Minh City,Vietnam,mid,,walk-in store,https://instagram.com/onway.sportswear,,,,,recorded,"Coffee-yarn (S.Café) is recycled PET — polyester, not a natural fibre. Light-performance basics.",2026-08-28
alva-activewear,Alva Activewear,Activewear,,96 Bà Hom (Chi Sport),D6,D6,Ho Chi Minh City,Vietnam,mid,,walk-in store,,,,,,recorded,Budget export-surplus (VNXK) yoga/crop sets; flattering. IG unconfirmed.,2026-08-28
set-active,Set Active,Activewear,,setactive.co — ships to VN,"California, USA","California, USA",International,,premium,,online only,,,,,,recorded,Elevated matching sets in seasonal colour drops; sculpting 'it-girl'. Ships to Vietnam.,2026-08-28
splits59,Splits59,Activewear,,splits59.com — ships to VN,"California, USA","California, USA",International,,premium,,online only,,,,,,recorded,Retro-sporty '70s track / '80s aerobics; polished sporty-refined. Ships to Vietnam.,2026-08-28
aviator-nation,Aviator Nation,Activewear,,aviatornation.com — likely ships VN,"Venice, California","Venice, California",International,,premium,,online only,,,,,,recorded,1970s CA surf/vintage; signature stitched stripes on brushed fleece.,2026-08-28
mimilys,Mimilys,Vintage,,Worldwide; Wise/Remitly,Thailand,Thailand,International,,mid,,online only,https://instagram.com/mimilysshop,,circular,,,recorded,Vintage secondhand.,2026-08-28
jula,Jula,Womenswear,,The Avenues Phase 3 + Shuwaikh,Kuwait,Kuwait,International,,premium,,walk-in store,https://instagram.com/julalinekw,,,event; bday,,recorded,"Occasion dresses, designed in Kuwait.",2026-08-28
the-31,The 31,Womenswear,,16 Quốc Hương,Thảo Điền,Thảo Điền,Ho Chi Minh City,Vietnam,premium,,walk-in store,https://instagram.com/the31_vn,https://the31.vn/,linen; cotton,,,recorded,"Plant-based only: linen from France & Holland, organic cotton from India. Men & women.",2026-08-28
ginkgo-t-shirts,Ginkgo T-shirts,Womenswear,,10 Lê Lợi (+ 3 more D1 doors),D1,D1 · Bến Nghé,Ho Chi Minh City,Vietnam,mid,,walk-in store,https://instagram.com/ginkgotshirts,https://ginkgotshirts.com/,cotton,,,recorded,"GOTS organic-cotton tees, polos & shirts — some styles blend elastane. Men & women.",2026-08-28
cuddle,Cuddle,Womenswear,,7 Đường số 1,Thảo Điền,Thảo Điền,Ho Chi Minh City,Vietnam,premium,,walk-in store,https://instagram.com/cuddle.linenclothing,https://cuddle.vn/,linen,,,recorded,"100% pure linen since 2017; linen bedding too. Menswear line = emdash, same door.",2026-08-28
emdash,emdash,Menswear,,7 Đường số 1,Thảo Điền,Thảo Điền,Ho Chi Minh City,Vietnam,premium,,walk-in store,https://instagram.com/emdash_saigon,https://cuddle.vn/collections/emdash-linen-for-men,linen,,,recorded,"Cuddle's menswear line (2023) — linen shirts, trousers, sets. Same Thảo Điền door.",2026-08-28
timtay,TimTay,Womenswear,,20/9 Nguyễn Bính (+ Phú Mỹ Hưng concept store),D7,D7 · Tân Hưng,Ho Chi Minh City,Vietnam,premium,,walk-in store,https://instagram.com/timtayofficial,https://timtay.me/,linen; cotton; silk,,,recorded,"Zero-waste cutting since 2014 — linen, cotton & mulberry silk. 10:00–19:00 daily.",2026-08-28
rustea,Rustea,Womenswear,,"23A Đường số 54, Thảo Điền",Thủ Đức,Thủ Đức · Thảo Điền,Ho Chi Minh City,Vietnam,mid,,walk-in store,https://instagram.com/rustea.vn,https://rustea.vn/,linen; cotton; silk,,,confirm-first,"Unisex linen, cotton & silk since 2017. A second Thảo Điền door is listed — call 0899 899 767.",2026-08-28
meman,Mêman,Menswear,,26B–C Lê Lợi,D1,D1 · Bến Nghé,Ho Chi Minh City,Vietnam,premium,,walk-in store,https://instagram.com/meman.saigon,,linen,,,recorded,Minimalist menswear & modern áo dài in Japanese linen. 11:00–20:00.,2026-08-28
moriko-saigon,Moriko Saigon,Womenswear,,158/37 Trần Huy Liệu,Phú Nhuận,Phú Nhuận,Ho Chi Minh City,Vietnam,premium,,walk-in store,https://instagram.com/linenbymoriko,https://morikosaigon.vn/,linen; silk,,,recorded,Linen & hand-embroidery house since 2018; linen áo dài and silk. 9:00–20:00.,2026-08-28
leinne,Leinné,Accessories,Hats & bags,135/43 Trần Hưng Đạo,D1,D1 · Cầu Ông Lãnh,Ho Chi Minh City,Vietnam,premium,,by appointment,https://instagram.com/leinne.brand,https://leinne.com/,silk; linen,,,recorded,"Madagascar raffia hats & bags, organic silk; private showroom — book on Zalo first.",2026-08-28
xeo-xo,Xéo Xọ,Womenswear,,43 Đặng Thị Nhu,D1,D1 · Bến Nghé,Ho Chi Minh City,Vietnam,premium,,walk-in store,https://instagram.com/xeoxo,https://xeoxo.com/,silk,,,confirm-first,Hanoi-born silk label with a D1 door; fibre % not published — ask. 10:00–21:00.,2026-08-28
canary-linen,Canary Linen,Womenswear,,89B Cách Mạng Tháng 8,D1,D1 · Bến Thành,Ho Chi Minh City,Vietnam,mid,,walk-in store,https://instagram.com/canary.linen,https://canarylinen.vn/,cotton,,,confirm-first,"Linen-look daily wear; 100% cotton tees confirmed, linen % not published — ask.",2026-08-28
bao-loc-silk,Bảo Lộc Silk,Tailoring & áo dài,,12 Mạc Đĩnh Chi,D1,D1 · Đa Kao,Ho Chi Minh City,Vietnam,premium,,walk-in store,,,silk,,,confirm-first,100% silk by the metre from the Bảo Lộc silk capital — bring it to a tailor.,2026-08-28
toan-thinh-silk,Toàn Thịnh Silk,Tailoring & áo dài,,258 Lê Thánh Tôn,D1,D1 · Bến Thành,Ho Chi Minh City,Vietnam,mid,,walk-in store,,https://toanthinhsilk.com/,silk,,,confirm-first,"Silk by the metre, 9:00–21:00. They also sell satin — check it is silk satin, not poly.",2026-08-28
mui-the-label,Mui The Label,Womenswear,,"15B Lê Lợi, Hội An",Hội An,Hội An,Vietnam,Vietnam,mid,,walk-in store,https://instagram.com/muithelabel,https://muithelabel.com/,linen,,,confirm-first,"Hội An boho boutique since 2016 — hand-made small batches, linen. 9:30–22:30.",2026-08-28
saigon-concepts,Saigon Concepts,Sleepwear,,Online; studio by appointment,Bình Thạnh,Bình Thạnh · by appointment,Ho Chi Minh City,Vietnam,premium,,online only,https://instagram.com/saigon_concepts,https://shop.saigonconcepts.com/,cotton; linen; tencel; circular,,,recorded,"Deadstock 100% cotton, linen & TENCEL pyjamas cut in a Saigon studio. No published address.",2026-08-28
lo-silk,Lơ Silk,Sleepwear,,87B Pasteur,D1,D1 · Bến Nghé,Ho Chi Minh City,Vietnam,luxury,,walk-in store,https://instagram.com/losilkvietnam,https://www.losilkvietnam.com/,silk,,,recorded,"100% Bảo Lộc silk, plant-dyed, OEKO-TEX. The slips are the lounge pieces. 10:00–20:00.",2026-08-28
byfas,BYFAS,Sleepwear,,40 Ngô Đức Kế,D1,D1 · Bến Nghé,Ho Chi Minh City,Vietnam,premium,,by appointment,,https://byfas.com/,silk; linen,,,recorded,"Bespoke pyjamas in natural silk, linen or poplin — from ~$250/set. ☎ 090 583 6118.",2026-08-28
bon-bon-underwear,Bon Bon Underwear,Lingerie & intimates,,432 Hai Bà Trưng,D1,D1 · Tân Định,Ho Chi Minh City,Vietnam,mid,,walk-in store,,https://bonbonunderwear.com.vn/,cotton,,,confirm-first,Lingerie chain with a real cotton line; fibre % not published — ask. On the HBT strip.,2026-08-28
choi-organic-cotton,CHOI — Organic Cotton,Lingerie & intimates,,Online only — no shop,Tân Bình,Tân Bình · online,Ho Chi Minh City,Vietnam,mid,,online only,,https://organiccotton.vn/,cotton,,,recorded,"IVN-certified organic-cotton briefs, bras & basics. They state plainly: online only.",2026-08-28
voga-underwear,Voga Underwear,Lingerie & intimates,,Online (Shopee Mall + own site),Thủ Đức,Thủ Đức · online,Ho Chi Minh City,Vietnam,mid,,online only,,https://voga.com.vn/,tencel,,,confirm-first,"Men's briefs, vests & tanks in 90% Lenzing Modal. Modal is regenerated cellulose, not cotton.",2026-08-28
decathlon-kimjaly,Decathlon (Kimjaly),Activewear,,"L1, Vincom Mega Mall Thảo Điền, 161 Xa Lộ Hà Nội",Thủ Đức,Thủ Đức · Thảo Điền,Ho Chi Minh City,Vietnam,mid,,walk-in store,,https://www.decathlon.vn/,cotton,,,recorded,The only walk-in organic-cotton yoga bottoms in the city. Every local activewear label is polyester.,2026-08-28
in-the-mood-saigon,In The Mood Saigon,Market,,32 Trần Ngọc Diện,Thảo Điền,Thảo Điền,Ho Chi Minh City,Vietnam,none,,walk-in store,https://instagram.com/inthemoodsaigonstore,,linen,,,confirm-first,Multi-brand concept store — stocks Nora Linen and local linen labels. 10:00–18:00.,2026-08-28
phuong-my,PHUONG MY,Bridal,,81 Lê Thánh Tôn,D1,D1 · Bến Nghé,Ho Chi Minh City,Vietnam,couture,"$3,000–10,000",walk-in store,https://instagram.com/phuong_my,https://phuongmy.com,,event,,recorded,First Vietnamese designer at NY Bridal Fashion Week — ethereal architectural silk couture. Gowns retail ~$3–10k abroad; this is the only Vietnam sales point.,2026-08-28
hacchic-couture,Hacchic Couture,Bridal,,108–110 Nguyễn Trãi,D1,D1 · Bến Thành,Ho Chi Minh City,Vietnam,couture,5–20M₫+,walk-in store,https://instagram.com/hacchic_couture,,,,,recorded,"Japanese-founded atelier — Vietnamese craft, Japanese precision, hand-applied Swarovski. Made-to-own gowns; stocked on Cult Mia internationally.",2026-08-28
cee-s-bridal,Cee's Bridal,Bridal,,16/8 Đặng Văn Ngữ,Phú Nhuận,Phú Nhuận,Ho Chi Minh City,Vietnam,luxury,custom 20–35M₫,by appointment,https://instagram.com/ceesbridal,,,,,recorded,"Intimate custom atelier with a true remote workflow — video consults, progress photos, worldwide shipping. The overseas-bride pick; 3–5 months.",2026-08-28
meera-meera,Meera Meera,Bridal,,Nguyễn Văn Hưởng (door on booking),Thảo Điền,Thảo Điền,Ho Chi Minh City,Vietnam,luxury,MTM from ~31M₫,by appointment,https://instagram.com/fmeerameera,https://meerameera.net,,,,recorded,"Sell-only couture atelier since 2012 — beaded, structured gowns; FedEx worldwide. Contact before visiting.",2026-08-28
nicole-bridal,Nicole Bridal,Bridal,,"23 Đường số 11, Cầu Kiệu",Phú Nhuận,Phú Nhuận,Ho Chi Minh City,Vietnam,premium,gowns 8–25M₫,walk-in store,https://instagram.com/nicolebridal,https://nicolebridal.vn,,,,recorded,"The one-stop: buy-to-own gowns, MTM áo dài cưới, custom veils & mấn under one roof; English site, ships worldwide. MTM 6–12 weeks.",2026-08-28
calla-bridal,Calla Bridal,Bridal,,21 Tú Xương,D3,D3,Ho Chi Minh City,Vietnam,luxury,10.6–100M₫+,by appointment,,https://callabridal.com.vn,,,,recorded,"Grand 'royal' statement gowns by NTK Phương Linh — structured sleeves, heavy embellishment. Published buy tiers; Haute Couture on quote.",2026-08-28
joli-poli,Joli Poli,Bridal,,278 Võ Thị Sáu,D3,D3 · Võ Thị Sáu,Ho Chi Minh City,Vietnam,couture,buy 30–100M₫,by appointment,https://instagram.com/jolipoli.couture,,,,,recorded,Red-carpet princess couture (Phạm Đăng Anh Thư) — celebrity clientele; sells to own as well as rents.,2026-08-28
